item_type	item_sku	external_product_id	external_product_id_type	brand_name	feed_product_type	item_name	manufacturer	part_number	standard_price	quantity	migrated_shipping_group_name	main_image_url	product_description	fulfillment_center_id	package_length	package_width	package_height	package_weight	package_weight_unit_of_measure	package_length_unit_of_measure	
craft-supplies	IME003	741360349193	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Fern 	Dee's Distinctively	IME003	9	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME003r.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.<div><br>Single die cuts one piece. &nbsp;<div><br></div><div>Size: 1 1/2 x 3 1/2 in.</div><div><br></div></div> 	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME006	741360349230	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Philodendron 	Dee's Distinctively	IME006	13.5	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME006r.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div>1 die cuts a single piece leaf.</div><div><br></div><div>Size: 2 1/4" x 3 3/4" </div>	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME011	783583495066	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Stocking Silhouette	Dee's Distinctively	IME011	23	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME011.jpg	Stocking silhouettes dimensional is compatible with Stockings 1, 2 and 3.  Dee's dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div>3 piece die that cuts 6 pieces (Background silhouette, top of stocking and tassel circles). Layer each piece to form your stocking.</div><div><br></div><div>Size: 3.4 x 4.97 in.</div><div><br></div><div><br></div>   	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME016	783583495110	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Bell 1	Dee's Distinctively	IME016	12	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME016.jpg	Compatible with Bell Silhouette IME015.  Created for spectacular new dimension in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div><div>1 piece die cuts 1 piece.</div><div><br></div></div><div>Size: 2/14" x 5" </div>  	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME020	783583495158	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Flourish Set 3	Dee's Distinctively	IME020	22	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME020r.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div>4 piece die set that cuts 4 pieces.</div><div><br></div><div>Finished size: 4 x 3.06 in.</div>	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME025	783583495202	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Christmas Stacker Tree 	Dee's Distinctively	IME025	23	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME025.jpg	Each section is cut separately to create a building base for your tree branches.  Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div>5 piece die set. Each die cuts one piece to layer together to form the tree.</div> 	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME030	783583495318	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Border 2	Dee's Distinctively	IME030	20	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME030r.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div><div>1 piece die cuts a single border.</div><div><br></div><div>Size: 7.25 x 1.5 in.</div></div>	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME035	783583495387	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Ornament Set 2	Dee's Distinctively	IME035	32	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME035.jpg	Set of 2. Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines. <div><br></div><div><div>4 piece die. There are 2 pieces to cut and make a large ornament and 2 to make a smaller ornament.</div><div><br></div><div>Size: 3.27 x 6.25 in.</div></div>	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME043	783583495370	UPC	Dee's Distinctively	ArtSupplies	Dimensional Die - Lattice 1 	Dee's Distinctively	IME043	40	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME043.jpg	Tropical 2013 Collection. Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>1 piece die cuts 1 image.</div><div><br></div><div>Size: 4.59in X 5.36in.&nbsp;</div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME048	783583495417	UPC	Dee's Distinctively	ArtSupplies	Dimensional Die - Fan Set 	Dee's Distinctively	IME048	23	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME048.jpg	Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>3 piece die.</div><div><br></div><div>Size: 5.35in X 3.11in.&nbsp;</div><div><br></div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME053	783583495479	UPC	Dee's Distinctively	ArtSupplies	Dimensional Die - Small Hummingbird Right	Dee's Distinctively	IME053	13	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME053.jpg	Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>4 piece die that cuts out 4 pieces to layer together to make a hummingbird.</div><div><br></div><div>Size: 2.3in X 3.09in.&nbsp;</div><div><br></div>   	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME058	783583495523	UPC	Dee's Distinctively	ArtSupplies	Dimensional Die - Great Blue Heron	Dee's Distinctively	IME058	22	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME058.jpg	Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>1 piece die cuts 7 pieces that you layer together to make 1 Great Blue Heron.</div><div><br></div><div>Size: 3.52in X 4.23in.&nbsp;</div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME063	783583495578	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Stylized Floral Silhouette	Dee's Distinctively	IME063	10	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME063.jpg	Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>2 dies. These dies can be used in combination with IME008. You can use these silhouettes as the background and add IME008 to the foreground to make a lovely 3 dimensional flower.</div><div><br></div><div>Size: 2 in X 1.85 (both dies together). Each leaf is approx. 1" x 1.85".</div>   	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME068	783583495622	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Small Summer Cottage Roof 	Dee's Distinctively	IME068	11	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME068.jpg	Coordinates with Winter Cottage SM, and Winter Cottage LG. Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die. <div><br></div><div>Size: 3.46in X 1.74in.&nbsp;</div><div><br></div><div>1 die cuts 1 roof to use with IME037.</div>  	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME073	783583495677	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Bell Floral 1	Dee's Distinctively	IME073	16.5	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME073.jpg	Bell Floral Collection.  Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die.  1 piece die cuts 16 Bell flowers. The following dies are compatible with IME069, IME070, IME071,IME076, IME077. IME078, IME079.  Size: 3.91in X 2.13in. 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME078	783583495721	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Floral Leaf 3	Dee's Distinctively	IME078	11	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME078.jpg	Bell Floral Collection. Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die.  2 die set cuts 2 floral leaves. Dies that are compatible are IME069, IME070, IME071, IME073, IME074, IME075.  Size:  1.49in X 3in.	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME083	783583495776	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Large Ornament Overlay 1	Dee's Distinctively	IME083	20	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME083.jpg	Christmas 2013 Collection.  Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die.  Size: 3.30in X 4.10in.   Overlays coordinate with Ornament 1 (IME034), Ornament 2 (IME035), and Ornament 3 (IME036)..	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME088	783583495820	UPC	Dee's Distinctively	ArtSupplies	Dimensional Dies - Large Merry Christmas	Dee's Distinctively	IME088	12	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME088.jpg	Christmas 2013 Collection. Single die layout cuts everything in one pass. Can be used for die cutting, stenciling, and masking. Created for spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines. Parts that can be moved around to create your own custom die.  Size: 3in X 2in.   Single die cuts separate words 1 each of Merry and Christmas. 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME094	728795253721	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Mini Squares	Dee's Distinctively	IME094	12	3	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME094.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.    Size: 2.2 x 1.8 <div><br></div><div>A single piece die that cuts 25 mini squares.</div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME099	728795253790	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Deer 2	Dee's Distinctively	IME099	7	5	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME099.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.    Size: 1.3 x 1.3. Cuts a single deer image.    	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME104	728795253738	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Thinking of You	Dee's Distinctively	IME104	10	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME104.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.    Size: 2.5 x 1.9. 4 piece die cuts out 3 words and 5 dots. 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME109	728795253899	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Happy Birthday - Small	Dee's Distinctively	IME109	9.5	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME109.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.    Size: 3.7 x .9. a 2 piece die. 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME111	728795253912	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Background 2	Dee's Distinctively	IME111	39	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME111.jpg	Size: 4.1" x 5.4"  <div>A 1 piece background die can be used on many different cards.</div>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME116	728795253967	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Orchid 1	Dee's Distinctively	IME116	13.5	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME116.jpg	Size: 2.25" x 2.98"  <div><br></div><div>This is a 3 piece die set. The image on the right shows an example of the pieces layered together. The image on the left shows an example of what you can do with this die and IME122.</div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME121	728795254018	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Tree Toppers	Dee's Distinctively	IME121	15	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME121.jpg	Finished Size: 3.99" x 3.77"  <div>Individual tree pieces are approx. 1 1/2" each.</div><div>This is a 5 piece die that forms the tops of the trees. It coordinates with the tree trunks of IME127 and IME128.</div>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME126	728795254063	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Secret Garden Flower 4	Dee's Distinctively	IME126	16.5	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME126.jpg	Size: 3.97" x 2.12"  <div>Largest flower is approx. 2"<br>&nbsp;<div>This die is a 6 piece set. These flowers coordinate with flowers IME123, IME125, IME124 and Stems IME122.</div></div> 	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME133	undefined	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies DUPLICITY 5	Dee's Distinctively	IME133	32	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME133.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die<br><br>Size: 5.62" X 2.812"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME138	undefined	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies DUPLICITY 10	Dee's Distinctively	IME138	32	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME138.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die.<br><br>5.62" X 2.812"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME143	728795254230	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies CEDAR SPRIG LG.	Dee's Distinctively	IME143	21.5	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME143.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>3 dies<br><br>Sizes: 1.75"X 2.25" to 2.0" x 2.35"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME148	728795254285	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies CALLA LILY LEAF	Dee's Distinctively	IME148	21	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME148.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>2 leaf dies -1 solid leaf die and 1 outline leaf die<br><br>Size: 1.50" X 3.75"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME154	728795254346	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies LENA ORNAMENT SET	Dee's Distinctively	IME154	17	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME154.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>6 dies: 3 ornaments and 3 hangers<br><br>Sizes: <br>Ornaments: 1.25" x 1.50" to 2.90" x 2.75"<br>Hangers: 0.35" x 0.35" to 0.65" x 0.75"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME159	728795254391	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies RED SPRUCE 1	Dee's Distinctively	IME159	17	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME159.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die<br>Size: 1.96" x 5.25"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME164	728795254445	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies NOEL RETRO	Dee's Distinctively	IME164	14	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME164.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die with the word NOEL<br><br>Size: 3.32" X 1.85"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME168	728795254483	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies MISTLETOE SM	Dee's Distinctively	IME168	21	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME168.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>4 dies to make your own mistletoe cluster.<br><br>Sizes: 0.20" x 0.20" to 1.50" x 2.93"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME174	728795254544	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies DEXTER	Dee's Distinctively	IME174	26	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME174.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>9 dies to build your Dexter penguin<br><br>Sizes: 0.50" x 0.25" to 2.0" x 3.5"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME179	728795254599	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies TOBI	Dee's Distinctively	IME179	18	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME179.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>14 dies to create your own "Tobi"<br><br>Sizes: 0.25" x .20" to 1.75" x 1.30"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME184	728795254643	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies THEO	Dee's Distinctively	IME184	18	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME184.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>dies<br><br>Sizes: 2.99" x 3.46"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME189	728795254698	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies ALPINE TREE SM.	Dee's Distinctively	IME189	19	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME189.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die that cuts out the tree and various sized branches<br><br>Size: 2.1'x 4.50"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME194	728795254742	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies LIVE LOVE LAUGH	Dee's Distinctively	IME194	15.5	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME194.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>4 dies<br><br>Sizes: 0.75"x 0.10" to 2.35" x 2.20"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME199	728795254797	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies WHITE PINE NEEDLES	Dee's Distinctively	IME199	20.5	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME199.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die that cuts various sized pine needles to create your own tree, wreath, etc.<br><br>Size: 3.50" x 3.25"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME204	728795254841	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies JINX	Dee's Distinctively	IME204	13	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME204.jpg	Dee's Distinctively Dies are a unique line of dies created for  spectacular new dimensions in paper crafting. Compatible with most leading die-cutting machines.<br><br>1 die<br><br>Size: 2.65" x 2.58"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME207	728795254872	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies HOLLY BRANCH 	Dee's Distinctively	IME207	15.3	0	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME207 HOLLY BRANCH.jpg	Dee's Distinctively Dies HOLLY BRANCH  <br><br>Dee's Distinctively Dies are a unique line of dies created for   spectacular new dimensions in paper crafting. Compatible with most  leading die-cutting machines.<br><br>1 die<br><br>Size: 2.05” X 3.04”	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME212	728795254926	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies MINI SNOWFLAKES	Dee's Distinctively	IME212	13.95	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME212 MINI SNOWFLAKES.jpg	Dee's Distinctively Dies MINI SNOWFLAKES <br><br>Dee's Distinctively Dies are a unique line of dies created for   spectacular new dimensions in paper crafting. Compatible with most  leading die-cutting machines.<br><br>1 die cuts various-sized snowflakes<br><br>Size: 2.31” X 2.65”	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME217	728795254971	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies SNOWFLAKE SET 3	Dee's Distinctively	IME217	15.75	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME217 SNOWFLAKE SET 3.jpg	Dee's Distinctively Dies SNOWFLAKE SET 3 <br><br>Dee's Distinctively Dies are a unique line of dies created for   spectacular new dimensions in paper crafting. Compatible with most  leading die-cutting machines.<br><br>3 dies<br><br>Size:<br>Smallest: 1.25" x 1.0"<br>Largest: 2.0" x 1.75"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME222	728795255022	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies MINI CARDINALS 2	Dee's Distinctively	IME222	13.95	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME222 MINI CARDINALS 2.jpg	Dee's Distinctively Dies MINI CARDINALS 2 <br><br>Dee's Distinctively Dies are a unique line of dies created for   spectacular new dimensions in paper crafting. Compatible with most  leading die-cutting machines.<br><br>1 die cuts several cardinals<br><br>Die Size:&nbsp; 2.84” x 2.38”<br>Approx Cardinal Size: 1.25" x 1.50"<br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME229	728795255084	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - MINI DRAGONFLY SET	Dee's Distinctively	IME229	12.5	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME229.jpg	Dee's Distinctively Dies - MINI DRAGONFLY SET<br><br>A great set of 4 small solid dragonflies. Perfect to add as an embellishment to your floral cards and layouts.<br><br>Use with most leading die-cutting machines.<br><br>1 die cuts 4 dragonflies<br><br>Size: 2.03" x 2.54"<br><br>	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME234	728795255138	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - WILDFLOWER 1	Dee's Distinctively	IME234	18	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME234.jpg	Dee's Distinctively Dies - WILDFLOWER 1<br><br>A beautiful solid silhouette die that offers many options as well...would look great cut in light colour on a dark background and vice versa. Works great as a focal point, or cut more than one to build your own garden or wildflowers!<br><br>Use with most leading die-cutting machines.<br><br>1 die<br><br> Size: 1.96" x 4.85"	DEFAULT	undefined	undefined	undefined	0.03	OZ	IN	
craft-supplies	IME001	741360349179	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Hummingbird 	Dee's Distinctively	IME001	17	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME001r.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. This hummingbird die cuts each piece separately so that it can be layered to create a dimensional embellishment. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div>Single die cuts 4 layering pieces to form a hummingbird.</div><div><br></div><div>Size:  3" x 4" </div>  	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME007	741360349254	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Tie 	Dee's Distinctively	IME007	18	1	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME007.jpg	Dee's Distinctively Dies are a unique line of dies created for spectacular new dimensions in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div>Single die cuts 2 pieces to make 1 tie image.</div><div><br></div><div>Size: 2" x 7 1/4" </div> 	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
craft-supplies	IME012	783583495073	UPC	Dee's Distinctively	ArtSupplies	Dee's Distinctively Dies - Stocking 1	Dee's Distinctively	IME012	17	2	Migrated Template	https://www.ecstasycrafts.com/assets/images/IME012.jpg	Compatible with Stocking Silhouette IME011.  Created for spectacular new dimension in paper crafting. Compatible with the Big shot, Vagabond, Cuttlebug and Grand Calibaur die cutting machines.&nbsp;<div><br></div><div>Single die cuts 1 stocking.&nbsp;</div><div><br></div><div>Size: 2 1/2" x 2 3/4" </div> 	DEFAULT	undefined	undefined	undefined	0.04	OZ	IN	
